"Date","Price","Open","High","Low","Vol.","Change %"
"07/20/2015","131.07","131.30","132.00","129.73","30.67K","0.36%"
"07/17/2015","130.60","131.60","131.69","129.22","99.04K","-0.52%"
"07/16/2015","131.28","128.98","131.43","128.18","26.68K","2.23%"
"07/15/2015","128.42","127.64","128.48","127.03","43.38K","0.65%"
"07/14/2015","127.59","128.17","128.73","126.00","15.03K","0.25%"
"07/13/2015","127.27","122.83","127.37","122.50","20.97K","4.02%"
"07/10/2015","122.35","125.07","125.07","122.19","13.92K","-1.66%"
"07/09/2015","124.42","123.54","124.43","119.58","21.02K","-0.28%"
"07/08/2015","124.77","123.47","126.57","122.28","22.66K","1.44%"
"07/07/2015","123.00","125.13","125.47","121.44","20.05K","-0.51%"
"07/06/2015","123.63","124.80","125.31","122.99","22.45K","-2.35%"
"07/03/2015","126.61","127.75","128.38","125.55","17.58K","-0.96%"
"07/02/2015","127.84","128.51","128.84","127.53","20.75K","-0.13%"
"07/01/2015","128.00","127.05","128.36","126.39","23.09K","1.27%"
"06/30/2015","126.40","121.92","126.40","120.03","24.27K","2.55%"
"06/29/2015","123.26","123.88","125.48","122.45","24.37K","-2.72%"
"06/26/2015","126.70","127.90","128.59","126.16","34.50K","-0.35%"
"06/25/2015","127.14","126.41","127.40","125.62","22.32K","0.70%"
"06/24/2015","126.26","125.89","126.40","124.83","20.21K","0.72%"
"06/23/2015","125.36","126.53","127.40","124.94","19.33K","-0.73%"
"06/22/2015","126.28","126.96","126.99","125.42","26.86K","-0.28%"
"06/19/2015","126.63","127.79","128.40","125.97","20.90K","-0.41%"
"06/18/2015","127.15","125.69","127.15","125.35","22.80K","1.33%"
"06/17/2015","125.48","124.43","126.45","123.62","28.40K","0.89%"
"06/16/2015","124.37","124.86","125.36","122.43","26.54K","-0.09%"
"06/15/2015","124.48","123.71","124.80","122.42","26.04K","0.40%"
"06/12/2015","123.99","125.81","127.16","123.85","24.43K","-1.31%"
"06/11/2015","125.63","127.35","127.82","125.30","24.35K","-0.81%"
"06/10/2015","126.65","127.64","128.28","125.31","51.29K","-0.59%"
"06/09/2015","127.40","127.49","127.66","126.61","37.33K","0.58%"
"06/08/2015","126.67","124.36","126.67","124.36","38.37K","2.61%"
"06/05/2015","123.45","121.91","123.68","121.37","22.58K","1.20%"
"06/04/2015","121.99","121.32","122.82","121.32","18.46K","0.87%"
"06/03/2015","120.94","118.96","122.51","117.64","30.94K","0.97%"
"06/02/2015","119.78","121.61","121.77","119.16","27.12K","-2.15%"
"06/01/2015","122.41","123.64","123.66","120.82","18.54K","-0.63%"
"05/29/2015","123.18","123.39","123.85","122.36","18.49K","-0.09%"
"05/28/2015","123.29","121.86","124.37","121.47","24.11K","2.51%"
"05/27/2015","120.27","118.89","120.52","117.60","21.48K","0.98%"
"05/26/2015","119.10","118.72","119.75","118.12","19.39K","1.30%"
"05/22/2015","117.57","115.75","118.06","115.37","21.93K","1.83%"
"05/21/2015","115.46","113.97","115.63","113.18","24.45K","1.58%"
"05/20/2015","113.66","116.26","116.38","113.48","24.84K","-2.00%"
"05/19/2015","115.98","114.92","116.68","114.69","30.28K","0.88%"
"05/18/2015","114.97","115.82","116.34","114.24","39.83K","-1.21%"
"05/15/2015","116.38","118.20","118.24","115.73","30.70K","-1.48%"
"05/14/2015","118.13","116.26","118.78","115.68","38.13K","1.99%"
"05/13/2015","115.82","115.39","116.01","114.44","26.93K","0.77%"
"05/12/2015","114.93","113.51","116.31","113.51","41.31K","1.12%"
"05/11/2015","113.66","112.45","113.78","111.75","23.12K","1.87%"
"05/08/2015","111.57","110.26","111.90","110.02","19.35K","1.34%"
"05/07/2015","110.10","107.08","110.10","106.08","25.99K","2.85%"
"05/06/2015","107.05","110.03","110.12","106.52","23.81K","-2.50%"
"05/04/2015","109.79","110.82","110.82","108.18","18.57K","-1.02%"
"04/30/2015","110.92","112.53","112.59","110.73","14.28K","-1.39%"
"04/29/2015","112.48","111.98","112.89","111.40","14.17K","0.30%"
"04/28/2015","112.14","113.41","113.91","111.89","16.71K","-1.23%"
"04/27/2015","113.54","113.48","114.06","112.77","12.56K","0.29%"
"04/24/2015","113.21","112.87","113.51","111.11","21.20K","0.40%"
"04/23/2015","112.76","115.46","115.69","111.45","17.09K","-2.07%"
"04/22/2015","115.14","118.22","118.49","109.85","24.18K","-2.87%"
"04/21/2015","118.54","119.09","119.55","117.97","26.41K","-0.49%"
"04/20/2015","119.12","116.56","119.94","116.33","30.29K","0.74%"
"04/17/2015","118.24","117.77","118.36","116.70","23.92K","0.34%"
"04/16/2015","117.84","118.82","119.12","116.61","17.60K","-0.52%"
"04/15/2015","118.46","115.91","118.81","114.90","23.09K","2.31%"
"04/14/2015","115.79","117.70","117.89","114.07","36.08K","-0.94%"
"04/13/2015","116.89","116.64","117.50","116.23","18.71K","1.05%"
"04/10/2015","115.67","115.49","116.02","114.90","22.59K","0.44%"
"04/09/2015","115.16","114.20","115.30","113.57","31.49K","1.98%"
"04/08/2015","112.92","113.46","113.87","112.70","23.21K","-0.66%"
"04/07/2015","113.67","113.67","113.98","112.06","24.04K","0.24%"
"04/06/2015","113.40","110.35","113.40","109.60","35.34K","2.65%"
"04/03/2015","110.47","110.57","110.74","109.49","42.70K","0.01%"
"04/02/2015","110.46","112.16","112.40","109.63","28.46K","-0.06%"
"04/01/2015","110.53","109.98","110.53","108.90","20.99K","1.54%"
"03/31/2015","108.85","107.76","108.85","107.46","15.70K","1.54%"
"03/30/2015","107.20","106.86","107.55","106.43","22.80K","0.82%"
"03/27/2015","106.33","107.53","107.90","105.53","25.52K","-0.46%"
"03/26/2015","106.82","107.46","107.54","105.81","19.73K","-0.60%"
"03/25/2015","107.46","106.75","107.78","106.48","22.98K","1.01%"
"03/24/2015","106.39","105.76","106.63","105.43","32.85K","0.71%"
"03/23/2015","105.64","104.95","106.00","104.04","12.84K","0.70%"
"03/20/2015","104.91","103.83","104.96","102.79","12.74K","1.36%"
"03/19/2015","103.50","103.96","104.03","102.07","16.71K","0.05%"
