"Date","Price","Open","High","Low","Vol.","Change %"
"03/31/2021","1,922.14","1,921.50","1,943.55","1,913.82","","-0.01%"
"03/30/2021","1,922.24","1,903.21","1,923.96","1,893.72","","0.56%"
"03/29/2021","1,911.46","1,941.45","1,941.45","1,889.69","","-0.68%"
"03/26/2021","1,924.64","1,916.47","1,928.21","1,910.45","","1.21%"
"03/25/2021","1,901.60","1,879.29","1,907.18","1,875.39","","1.45%"
"03/24/2021","1,874.43","1,927.85","1,927.85","1,871.78","","-2.77%"
"03/23/2021","1,927.80","1,969.91","1,975.40","1,927.21","","-1.66%"
"03/22/2021","1,960.40","1,958.55","1,968.10","1,940.69","","-0.60%"
"03/19/2021","1,972.28","1,936.51","1,972.28","1,931.43","","0.75%"
"03/18/2021","1,957.66","1,962.14","1,969.72","1,944.00","","0.25%"
"03/17/2021","1,952.72","1,922.37","1,952.72","1,922.37","","1.08%"
"03/16/2021","1,931.94","1,912.27","1,931.94","1,902.08","","1.81%"
"03/15/2021","1,897.65","1,912.89","1,912.89","1,877.93","","0.23%"
"03/12/2021","1,893.26","1,873.99","1,893.26","1,857.07","","0.52%"
"03/11/2021","1,883.49","1,872.27","1,883.79","1,863.91","","0.53%"
"03/10/2021","1,873.60","1,862.10","1,875.66","1,852.36","","0.32%"
"03/09/2021","1,867.71","1,805.40","1,867.71","1,803.53","","4.64%"
"03/08/2021","1,784.92","1,826.15","1,830.86","1,776.83","","-0.71%"
"03/05/2021","1,797.76","1,807.41","1,812.38","1,768.60","","-0.47%"
"03/04/2021","1,806.23","1,790.90","1,810.98","1,783.90","","0.42%"
"03/03/2021","1,798.74","1,780.36","1,801.22","1,771.38","","1.02%"
"03/02/2021","1,780.53","1,795.30","1,796.83","1,762.13","","-1.01%"
"03/01/2021","1,798.74","1,780.91","1,802.47","1,779.28","","2.50%"
"02/26/2021","1,754.79","1,798.97","1,798.97","1,753.87","","-3.58%"
"02/25/2021","1,819.98","1,817.01","1,825.45","1,803.53","","1.52%"
"02/24/2021","1,792.67","1,785.98","1,829.63","1,785.98","","1.44%"
"02/22/2021","1,767.14","1,772.40","1,787.55","1,765.33","","1.26%"
"02/19/2021","1,745.19","1,735.62","1,748.40","1,728.49","","-0.17%"
"02/18/2021","1,748.19","1,785.96","1,785.96","1,741.46","","-1.94%"
"02/17/2021","1,782.71","1,818.26","1,819.17","1,782.71","","-1.78%"
"02/16/2021","1,815.01","1,825.69","1,839.29","1,807.10","","0.42%"
"02/15/2021","1,807.48","1,860.26","1,860.26","1,789.42","","-1.82%"
"02/12/2021","1,840.99","1,848.24","1,854.25","1,838.31","","-0.36%"
"02/10/2021","1,847.57","1,833.94","1,850.37","1,827.15","","0.28%"
"02/09/2021","1,842.39","1,853.34","1,862.93","1,836.17","","-0.52%"
"02/08/2021","1,852.06","1,831.42","1,862.99","1,831.42","","2.37%"
"02/05/2021","1,809.18","1,803.11","1,812.70","1,800.67","","0.99%"
"02/04/2021","1,791.46","1,818.79","1,824.73","1,783.69","","-0.83%"
"02/03/2021","1,806.54","1,764.67","1,806.54","1,764.67","","2.11%"
"02/02/2021","1,769.15","1,749.35","1,770.19","1,749.35","","1.57%"
"02/01/2021","1,741.88","1,729.02","1,753.00","1,729.02","","1.19%"
"01/29/2021","1,721.40","1,734.20","1,759.01","1,715.53","","-0.37%"
"01/28/2021","1,727.75","1,702.64","1,731.91","1,690.65","","-0.03%"
"01/27/2021","1,728.19","1,707.76","1,728.19","1,705.83","","2.32%"
"01/26/2021","1,689.02","1,706.78","1,708.20","1,683.44","","-1.60%"
"01/25/2021","1,716.57","1,715.87","1,719.52","1,707.25","","0.15%"
"01/22/2021","1,714.00","1,691.95","1,720.19","1,691.95","","0.76%"
"01/21/2021","1,701.03","1,703.17","1,728.81","1,697.57","","-0.32%"
"01/20/2021","1,706.55","1,733.73","1,735.64","1,699.69","","-2.20%"
"01/19/2021","1,745.02","1,728.36","1,748.14","1,728.17","","0.74%"
"01/18/2021","1,732.23","1,729.57","1,744.28","1,721.26","","-0.51%"
"01/15/2021","1,741.16","1,732.10","1,748.36","1,726.39","","0.17%"
"01/14/2021","1,738.28","1,723.31","1,752.64","1,721.19","","0.43%"
"01/13/2021","1,730.83","1,697.68","1,731.38","1,697.68","","1.22%"
"01/12/2021","1,710.01","1,689.64","1,710.22","1,680.51","","1.62%"
"01/08/2021","1,682.80","1,665.85","1,683.74","1,657.29","","0.64%"
"01/07/2021","1,672.17","1,678.58","1,691.82","1,667.29","","1.02%"
"01/06/2021","1,655.36","1,637.88","1,658.21","1,635.27","","1.63%"
"01/05/2021","1,628.75","1,634.29","1,634.29","1,619.05","","0.01%"
"01/04/2021","1,628.62","1,661.56","1,661.56","1,621.17","","-1.83%"
"12/30/2020","1,659.06","1,648.95","1,670.37","1,646.58","","-0.44%"
"12/29/2020","1,666.38","1,648.08","1,667.65","1,642.82","","1.05%"
"12/28/2020","1,649.08","1,659.29","1,659.29","1,638.22","","-0.63%"
"12/25/2020","1,659.50","1,662.85","1,666.61","1,652.54","","1.01%"
"12/24/2020","1,642.93","1,633.06","1,658.95","1,631.30","","0.99%"
"12/23/2020","1,626.80","1,636.24","1,637.18","1,613.85","","-0.21%"
"12/22/2020","1,630.15","1,651.29","1,652.71","1,622.15","","-2.68%"
"12/21/2020","1,675.06","1,689.83","1,697.02","1,666.46","","-0.66%"
"12/18/2020","1,686.24","1,704.15","1,713.19","1,680.70","","-1.49%"
"12/17/2020","1,711.79","1,720.00","1,720.34","1,703.32","","-1.23%"
"12/16/2020","1,733.14","1,721.76","1,747.10","1,719.52","","2.32%"
"12/15/2020","1,693.88","1,710.75","1,715.21","1,688.21","","-1.12%"
"12/14/2020","1,713.13","1,707.27","1,726.88","1,706.42","","0.97%"
"12/11/2020","1,696.66","1,716.69","1,716.80","1,688.98","","-1.26%"
