Effective date ,Yield To Maturity,,,,,,,,,,,,,
31-01-13,2.96%,,,,,,,,,,,,,
01-02-13,3.01%,,,,,,,,,,,,,
04-02-13,3.02%,,,,,,,,,,,,,
05-02-13,2.98%,,,,,,,,,,,,,
06-02-13,2.96%,,,,,,,,,,,,,
07-02-13,2.96%,,,,,,,,,,,,,
08-02-13,2.95%,,,,,,,,,,,,,
11-02-13,2.95%,,,,,,,,,,,,,
12-02-13,2.95%,,,,,,,,,,,,,
13-02-13,2.97%,,,,,,,,,,,,,
14-02-13,3.00%,,,,,,,,,,,,,
15-02-13,2.97%,,,,,,,,,,,,,
18-02-13,2.97%,,,,,,,,,,,,,
19-02-13,2.96%,,,,,,,,,,,,,
20-02-13,2.97%,,,,,,,,,,,,,
21-02-13,2.95%,,,,,,,,,,,,,
22-02-13,2.92%,,,,,,,,,,,,,
25-02-13,2.91%,,,,,,,,,,,,,
26-02-13,2.90%,,,,,,,,,,,,,
27-02-13,2.89%,,,,,,,,,,,,,
28-02-13,2.89%,,,,,,,,,,,,,
01-03-13,2.92%,,,,,,,,,,,,,
04-03-13,2.91%,,,,,,,,,,,,,
05-03-13,2.92%,,,,,,,,,,,,,
06-03-13,2.93%,,,,,,,,,,,,,
07-03-13,2.92%,,,,,,,,,,,,,
08-03-13,2.93%,,,,,,,,,,,,,
11-03-13,2.95%,,,,,,,,,,,,,
12-03-13,2.93%,,,,,,,,,,,,,
13-03-13,2.93%,,,,,,,,,,,,,
14-03-13,2.93%,,,,,,,,,,,,,
15-03-13,2.92%,,,,,,,,,,,,,
18-03-13,2.91%,,,,,,,,,,,,,
19-03-13,2.91%,,,,,,,,,,,,,
20-03-13,2.91%,,,,,,,,,,,,,
21-03-13,2.91%,,,,,,,,,,,,,
22-03-13,2.89%,,,,,,,,,,,,,
25-03-13,2.91%,,,,,,,,,,,,,
26-03-13,2.91%,,,,,,,,,,,,,
27-03-13,2.90%,,,,,,,,,,,,,
28-03-13,2.86%,,,,,,,,,,,,,
29-03-13,2.86%,,,,,,,,,,,,,
01-04-13,2.89%,,,,,,,,,,,,,
02-04-13,2.89%,,,,,,,,,,,,,
03-04-13,2.89%,,,,,,,,,,,,,
04-04-13,2.86%,,,,,,,,,,,,,
05-04-13,2.84%,,,,,,,,,,,,,
08-04-13,2.84%,,,,,,,,,,,,,
09-04-13,2.86%,,,,,,,,,,,,,
10-04-13,2.87%,,,,,,,,,,,,,
11-04-13,2.86%,,,,,,,,,,,,,
12-04-13,2.86%,,,,,,,,,,,,,
15-04-13,2.85%,,,,,,,,,,,,,
16-04-13,2.85%,,,,,,,,,,,,,
17-04-13,2.84%,,,,,,,,,,,,,
18-04-13,2.84%,,,,,,,,,,,,,
19-04-13,2.85%,,,,,,,,,,,,,
22-04-13,2.85%,,,,,,,,,,,,,
23-04-13,2.82%,,,,,,,,,,,,,
24-04-13,2.83%,,,,,,,,,,,,,
25-04-13,2.84%,,,,,,,,,,,,,
26-04-13,2.83%,,,,,,,,,,,,,
29-04-13,2.82%,,,,,,,,,,,,,
30-04-13,2.81%,,,,,,,,,,,,,
01-05-13,2.83%,,,,,,,,,,,,,
02-05-13,2.83%,,,,,,,,,,,,,
03-05-13,2.83%,,,,,,,,,,,,,
06-05-13,2.87%,,,,,,,,,,,,,
07-05-13,2.87%,,,,,,,,,,,,,
08-05-13,2.87%,,,,,,,,,,,,,
09-05-13,2.86%,,,,,,,,,,,,,
10-05-13,2.90%,,,,,,,,,,,,,
13-05-13,2.93%,,,,,,,,,,,,,
14-05-13,2.91%,,,,,,,,,,,,,
15-05-13,2.92%,,,,,,,,,,,,,
16-05-13,2.90%,,,,,,,,,,,,,
17-05-13,2.90%,,,,,,,,,,,,,
20-05-13,2.93%,,,,,,,,,,,,,
21-05-13,2.96%,,,,,,,,,,,,,
22-05-13,2.96%,,,,,,,,,,,,,
23-05-13,3.00%,,,,,,,,,,,,,
24-05-13,3.00%,,,,,,,,,,,,,
27-05-13,3.04%,,,,,,,,,,,,,
28-05-13,3.01%,,,,,,,,,,,,,
29-05-13,3.04%,,,,,,,,,,,,,
30-05-13,3.06%,,,,,,,,,,,,,
31-05-13,3.03%,,,,,,,,,,,,,
03-06-13,3.08%,,,,,,,,,,,,,
04-06-13,3.05%,,,,,,,,,,,,,
05-06-13,3.02%,,,,,,,,,,,,,
06-06-13,3.01%,,,,,,,,,,,,,
07-06-13,3.04%,,,,,,,,,,,,,
10-06-13,3.12%,,,,,,,,,,,,,
11-06-13,3.23%,,,,,,,,,,,,,
12-06-13,3.16%,,,,,,,,,,,,,
13-06-13,3.16%,,,,,,,,,,,,,
14-06-13,3.15%,,,,,,,,,,,,,
17-06-13,3.19%,,,,,,,,,,,,,
18-06-13,3.20%,,,,,,,,,,,,,
19-06-13,3.18%,,,,,,,,,,,,,
20-06-13,3.32%,,,,,,,,,,,,,
21-06-13,3.37%,,,,,,,,,,,,,
24-06-13,3.50%,,,,,,,,,,,,,
25-06-13,3.41%,,,,,,,,,,,,,
26-06-13,3.40%,,,,,,,,,,,,,
27-06-13,3.40%,,,,,,,,,,,,,
28-06-13,3.38%,,,,,,,,,,,,,
01-07-13,3.43%,,,,,,,,,,,,,
02-07-13,3.39%,,,,,,,,,,,,,
03-07-13,3.42%,,,,,,,,,,,,,
04-07-13,3.47%,,,,,,,,,,,,,
05-07-13,3.47%,,,,,,,,,,,,,
08-07-13,3.53%,,,,,,,,,,,,,
09-07-13,3.48%,,,,,,,,,,,,,
10-07-13,3.46%,,,,,,,,,,,,,
11-07-13,3.42%,,,,,,,,,,,,,
12-07-13,3.38%,,,,,,,,,,,,,
15-07-13,3.39%,,,,,,,,,,,,,
16-07-13,3.38%,,,,,,,,,,,,,
17-07-13,3.39%,,,,,,,,,,,,,
18-07-13,3.37%,,,,,,,,,,,,,
19-07-13,3.37%,,,,,,,,,,,,,
22-07-13,3.36%,,,,,,,,,,,,,
23-07-13,3.37%,,,,,,,,,,,,,
24-07-13,3.41%,,,,,,,,,,,,,
25-07-13,3.42%,,,,,,,,,,,,,
26-07-13,3.42%,,,,,,,,,,,,,
29-07-13,3.41%,,,,,,,,,,,,,
30-07-13,3.42%,,,,,,,,,,,,,
31-07-13,3.43%,,,,,,,,,,,,,
01-08-13,3.38%,,,,,,,,,,,,,
02-08-13,3.41%,,,,,,,,,,,,,
05-08-13,3.36%,,,,,,,,,,,,,
06-08-13,3.35%,,,,,,,,,,,,,
07-08-13,3.32%,,,,,,,,,,,,,
08-08-13,3.32%,,,,,,,,,,,,,
09-08-13,3.32%,,,,,,,,,,,,,
12-08-13,3.33%,,,,,,,,,,,,,
13-08-13,3.36%,,,,,,,,,,,,,
14-08-13,3.38%,,,,,,,,,,,,,
15-08-13,3.37%,,,,,,,,,,,,,
16-08-13,3.38%,,,,,,,,,,,,,
19-08-13,3.40%,,,,,,,,,,,,,
20-08-13,3.38%,,,,,,,,,,,,,
21-08-13,3.38%,,,,,,,,,,,,,
22-08-13,3.42%,,,,,,,,,,,,,
23-08-13,3.43%,,,,,,,,,,,,,
26-08-13,3.40%,,,,,,,,,,,,,
27-08-13,3.39%,,,,,,,,,,,,,
28-08-13,3.41%,,,,,,,,,,,,,
29-08-13,3.39%,,,,,,,,,,,,,
30-08-13,3.39%,,,,,,,,,,,,,
02-09-13,3.41%,,,,,,,,,,,,,
03-09-13,3.40%,,,,,,,,,,,,,
04-09-13,3.40%,,,,,,,,,,,,,
05-09-13,3.44%,,,,,,,,,,,,,
06-09-13,3.46%,,,,,,,,,,,,,
09-09-13,3.41%,,,,,,,,,,,,,
10-09-13,3.41%,,,,,,,,,,,,,
11-09-13,3.38%,,,,,,,,,,,,,
12-09-13,3.36%,,,,,,,,,,,,,
13-09-13,3.38%,,,,,,,,,,,,,
16-09-13,3.33%,,,,,,,,,,,,,
17-09-13,3.31%,,,,,,,,,,,,,
18-09-13,3.29%,,,,,,,,,,,,,
19-09-13,3.23%,,,,,,,,,,,,,
20-09-13,3.28%,,,,,,,,,,,,,
23-09-13,3.31%,,,,,,,,,,,,,
24-09-13,3.28%,,,,,,,,,,,,,
25-09-13,3.26%,,,,,,,,,,,,,
26-09-13,3.26%,,,,,,,,,,,,,
27-09-13,3.27%,,,,,,,,,,,,,
30-09-13,3.24%,,,,,,,,,,,,,
01-10-13,3.24%,,,,,,,,,,,,,
02-10-13,3.22%,,,,,,,,,,,,,
03-10-13,3.25%,,,,,,,,,,,,,
04-10-13,3.24%,,,,,,,,,,,,,
07-10-13,3.24%,,,,,,,,,,,,,
08-10-13,3.24%,,,,,,,,,,,,,
09-10-13,3.24%,,,,,,,,,,,,,
10-10-13,3.26%,,,,,,,,,,,,,
11-10-13,3.25%,,,,,,,,,,,,,
14-10-13,3.24%,,,,,,,,,,,,,
15-10-13,3.24%,,,,,,,,,,,,,
16-10-13,3.24%,,,,,,,,,,,,,
17-10-13,3.19%,,,,,,,,,,,,,
18-10-13,3.18%,,,,,,,,,,,,,
21-10-13,3.18%,,,,,,,,,,,,,
22-10-13,3.18%,,,,,,,,,,,,,
23-10-13,3.14%,,,,,,,,,,,,,
24-10-13,3.15%,,,,,,,,,,,,,
25-10-13,3.15%,,,,,,,,,,,,,
28-10-13,3.14%,,,,,,,,,,,,,
29-10-13,3.14%,,,,,,,,,,,,,
30-10-13,3.13%,,,,,,,,,,,,,
31-10-13,3.14%,,,,,,,,,,,,,
01-11-13,3.15%,,,,,,,,,,,,,
04-11-13,3.17%,,,,,,,,,,,,,
05-11-13,3.18%,,,,,,,,,,,,,
06-11-13,3.18%,,,,,,,,,,,,,
07-11-13,3.17%,,,,,,,,,,,,,
08-11-13,3.16%,,,,,,,,,,,,,
11-11-13,3.19%,,,,,,,,,,,,,
12-11-13,3.22%,,,,,,,,,,,,,
13-11-13,3.20%,,,,,,,,,,,,,
14-11-13,3.19%,,,,,,,,,,,,,
15-11-13,3.20%,,,,,,,,,,,,,
18-11-13,3.19%,,,,,,,,,,,,,
19-11-13,3.19%,,,,,,,,,,,,,
20-11-13,3.19%,,,,,,,,,,,,,
21-11-13,3.18%,,,,,,,,,,,,,
22-11-13,3.19%,,,,,,,,,,,,,
25-11-13,3.19%,,,,,,,,,,,,,
26-11-13,3.18%,,,,,,,,,,,,,
27-11-13,3.18%,,,,,,,,,,,,,
28-11-13,3.18%,,,,,,,,,,,,,
29-11-13,3.18%,,,,,,,,,,,,,
02-12-13,3.20%,,,,,,,,,,,,,
03-12-13,3.19%,,,,,,,,,,,,,
04-12-13,3.20%,,,,,,,,,,,,,
05-12-13,3.22%,,,,,,,,,,,,,
06-12-13,3.22%,,,,,,,,,,,,,
09-12-13,3.20%,,,,,,,,,,,,,
10-12-13,3.19%,,,,,,,,,,,,,
11-12-13,3.18%,,,,,,,,,,,,,
12-12-13,3.21%,,,,,,,,,,,,,
13-12-13,3.23%,,,,,,,,,,,,,
16-12-13,3.21%,,,,,,,,,,,,,
17-12-13,3.22%,,,,,,,,,,,,,
18-12-13,3.21%,,,,,,,,,,,,,
19-12-13,3.23%,,,,,,,,,,,,,
20-12-13,3.26%,,,,,,,,,,,,,
23-12-13,3.23%,,,,,,,,,,,,,
24-12-13,3.24%,,,,,,,,,,,,,
25-12-13,3.24%,,,,,,,,,,,,,
26-12-13,3.26%,,,,,,,,,,,,,
27-12-13,3.25%,,,,,,,,,,,,,
30-12-13,3.27%,,,,,,,,,,,,,
31-12-13,3.26%,,,,,,,,,,,,,
01-01-14,3.28%,,,,,,,,,,,,,
02-01-14,3.31%,,,,,,,,,,,,,
03-01-14,3.28%,,,,,,,,,,,,,
06-01-14,3.27%,,,,,,,,,,,,,
07-01-14,3.24%,,,,,,,,,,,,,
08-01-14,3.25%,,,,,,,,,,,,,
09-01-14,3.25%,,,,,,,,,,,,,
10-01-14,3.23%,,,,,,,,,,,,,
13-01-14,3.22%,,,,,,,,,,,,,
14-01-14,3.23%,,,,,,,,,,,,,
15-01-14,3.23%,,,,,,,,,,,,,
16-01-14,3.24%,,,,,,,,,,,,,
17-01-14,3.22%,,,,,,,,,,,,,
20-01-14,3.23%,,,,,,,,,,,,,
21-01-14,3.25%,,,,,,,,,,,,,
22-01-14,3.24%,,,,,,,,,,,,,
23-01-14,3.23%,,,,,,,,,,,,,
24-01-14,3.21%,,,,,,,,,,,,,
27-01-14,3.21%,,,,,,,,,,,,,
28-01-14,3.22%,,,,,,,,,,,,,
29-01-14,3.21%,,,,,,,,,,,,,
30-01-14,3.20%,,,,,,,,,,,,,
31-01-14,3.20%,,,,,,,,,,,,,
03-02-14,3.21%,,,,,,,,,,,,,
04-02-14,3.19%,,,,,,,,,,,,,
05-02-14,3.21%,,,,,,,,,,,,,
06-02-14,3.21%,,,,,,,,,,,,,
07-02-14,3.21%,,,,,,,,,,,,,
10-02-14,3.19%,,,,,,,,,,,,,
11-02-14,3.21%,,,,,,,,,,,,,
12-02-14,3.21%,,,,,,,,,,,,,
13-02-14,3.20%,,,,,,,,,,,,,
14-02-14,3.20%,,,,,,,,,,,,,
17-02-14,3.21%,,,,,,,,,,,,,
18-02-14,3.21%,,,,,,,,,,,,,
19-02-14,3.20%,,,,,,,,,,,,,
20-02-14,3.21%,,,,,,,,,,,,,
21-02-14,3.22%,,,,,,,,,,,,,
24-02-14,3.21%,,,,,,,,,,,,,
25-02-14,3.22%,,,,,,,,,,,,,
26-02-14,3.21%,,,,,,,,,,,,,
27-02-14,3.20%,,,,,,,,,,,,,
28-02-14,3.20%,,,,,,,,,,,,,
03-03-14,3.03%,,,,,,,,,,,,,
04-03-14,3.03%,,,,,,,,,,,,,
05-03-14,3.09%,,,,,,,,,,,,,
06-03-14,3.09%,,,,,,,,,,,,,
07-03-14,3.09%,,,,,,,,,,,,,
10-03-14,3.12%,,,,,,,,,,,,,
11-03-14,3.13%,,,,,,,,,,,,,
12-03-14,3.12%,,,,,,,,,,,,,
13-03-14,3.11%,,,,,,,,,,,,,
14-03-14,3.09%,,,,,,,,,,,,,
17-03-14,3.11%,,,,,,,,,,,,,
18-03-14,3.10%,,,,,,,,,,,,,
19-03-14,3.08%,,,,,,,,,,,,,
20-03-14,3.13%,,,,,,,,,,,,,
21-03-14,3.14%,,,,,,,,,,,,,
24-03-14,3.19%,,,,,,,,,,,,,
25-03-14,3.16%,,,,,,,,,,,,,
26-03-14,3.16%,,,,,,,,,,,,,
27-03-14,3.16%,,,,,,,,,,,,,
28-03-14,3.15%,,,,,,,,,,,,,
31-03-14,3.17%,,,,,,,,,,,,,
01-04-14,3.16%,,,,,,,,,,,,,
02-04-14,3.17%,,,,,,,,,,,,,
03-04-14,3.17%,,,,,,,,,,,,,
04-04-14,3.18%,,,,,,,,,,,,,
07-04-14,3.16%,,,,,,,,,,,,,
08-04-14,3.15%,,,,,,,,,,,,,
09-04-14,3.14%,,,,,,,,,,,,,
10-04-14,3.10%,,,,,,,,,,,,,
11-04-14,3.10%,,,,,,,,,,,,,
14-04-14,3.09%,,,,,,,,,,,,,
15-04-14,3.11%,,,,,,,,,,,,,
16-04-14,3.11%,,,,,,,,,,,,,
17-04-14,3.10%,,,,,,,,,,,,,
18-04-14,3.10%,,,,,,,,,,,,,
21-04-14,3.13%,,,,,,,,,,,,,
22-04-14,3.11%,,,,,,,,,,,,,
23-04-14,3.11%,,,,,,,,,,,,,
24-04-14,3.10%,,,,,,,,,,,,,
25-04-14,3.08%,,,,,,,,,,,,,
28-04-14,3.08%,,,,,,,,,,,,,
29-04-14,3.09%,,,,,,,,,,,,,
30-04-14,3.08%,,,,,,,,,,,,,
01-05-14,3.08%,,,,,,,,,,,,,
02-05-14,3.06%,,,,,,,,,,,,,
05-05-14,3.10%,,,,,,,,,,,,,
06-05-14,3.11%,,,,,,,,,,,,,
07-05-14,3.08%,,,,,,,,,,,,,
08-05-14,3.08%,,,,,,,,,,,,,
09-05-14,3.09%,,,,,,,,,,,,,
12-05-14,3.09%,,,,,,,,,,,,,
13-05-14,3.09%,,,,,,,,,,,,,
14-05-14,3.05%,,,,,,,,,,,,,
15-05-14,3.04%,,,,,,,,,,,,,
16-05-14,3.04%,,,,,,,,,,,,,
19-05-14,3.06%,,,,,,,,,,,,,
20-05-14,3.05%,,,,,,,,,,,,,
21-05-14,3.04%,,,,,,,,,,,,,
22-05-14,3.05%,,,,,,,,,,,,,
23-05-14,3.05%,,,,,,,,,,,,,
26-05-14,3.05%,,,,,,,,,,,,,
27-05-14,3.04%,,,,,,,,,,,,,
28-05-14,3.02%,,,,,,,,,,,,,
29-05-14,3.00%,,,,,,,,,,,,,
30-05-14,3.03%,,,,,,,,,,,,,
02-06-14,3.03%,,,,,,,,,,,,,
03-06-14,3.06%,,,,,,,,,,,,,
04-06-14,3.05%,,,,,,,,,,,,,
05-06-14,3.05%,,,,,,,,,,,,,
06-06-14,3.04%,,,,,,,,,,,,,
09-06-14,3.06%,,,,,,,,,,,,,
10-06-14,3.06%,,,,,,,,,,,,,
11-06-14,3.05%,,,,,,,,,,,,,
12-06-14,3.05%,,,,,,,,,,,,,
13-06-14,3.04%,,,,,,,,,,,,,
16-06-14,3.04%,,,,,,,,,,,,,
17-06-14,3.04%,,,,,,,,,,,,,
18-06-14,3.04%,,,,,,,,,,,,,
19-06-14,3.02%,,,,,,,,,,,,,
20-06-14,3.04%,,,,,,,,,,,,,
23-06-14,3.02%,,,,,,,,,,,,,
24-06-14,3.02%,,,,,,,,,,,,,
25-06-14,3.01%,,,,,,,,,,,,,
26-06-14,3.00%,,,,,,,,,,,,,
27-06-14,2.98%,,,,,,,,,,,,,
30-06-14,2.99%,,,,,,,,,,,,,
01-07-14,2.98%,,,,,,,,,,,,,
02-07-14,2.98%,,,,,,,,,,,,,
03-07-14,3.00%,,,,,,,,,,,,,
04-07-14,3.00%,,,,,,,,,,,,,
07-07-14,3.00%,,,,,,,,,,,,,
08-07-14,2.98%,,,,,,,,,,,,,
09-07-14,2.99%,,,,,,,,,,,,,
10-07-14,2.96%,,,,,,,,,,,,,
11-07-14,2.97%,,,,,,,,,,,,,
14-07-14,2.97%,,,,,,,,,,,,,
15-07-14,2.96%,,,,,,,,,,,,,
16-07-14,2.97%,,,,,,,,,,,,,
17-07-14,2.95%,,,,,,,,,,,,,
18-07-14,2.98%,,,,,,,,,,,,,
21-07-14,2.99%,,,,,,,,,,,,,
22-07-14,2.99%,,,,,,,,,,,,,
23-07-14,2.98%,,,,,,,,,,,,,
24-07-14,2.98%,,,,,,,,,,,,,
25-07-14,3.00%,,,,,,,,,,,,,
28-07-14,3.00%,,,,,,,,,,,,,
29-07-14,2.99%,,,,,,,,,,,,,
30-07-14,2.99%,,,,,,,,,,,,,
31-07-14,3.00%,,,,,,,,,,,,,
01-08-14,3.04%,,,,,,,,,,,,,
04-08-14,3.00%,,,,,,,,,,,,,
05-08-14,3.02%,,,,,,,,,,,,,
06-08-14,3.02%,,,,,,,,,,,,,
07-08-14,3.02%,,,,,,,,,,,,,
08-08-14,3.01%,,,,,,,,,,,,,
11-08-14,3.03%,,,,,,,,,,,,,
12-08-14,3.01%,,,,,,,,,,,,,
13-08-14,3.02%,,,,,,,,,,,,,
14-08-14,2.98%,,,,,,,,,,,,,
15-08-14,2.99%,,,,,,,,,,,,,
18-08-14,2.98%,,,,,,,,,,,,,
19-08-14,2.98%,,,,,,,,,,,,,
20-08-14,2.98%,,,,,,,,,,,,,
21-08-14,2.99%,,,,,,,,,,,,,
22-08-14,2.98%,,,,,,,,,,,,,
25-08-14,2.99%,,,,,,,,,,,,,
26-08-14,2.99%,,,,,,,,,,,,,
27-08-14,2.98%,,,,,,,,,,,,,
28-08-14,2.98%,,,,,,,,,,,,,
29-08-14,2.98%,,,,,,,,,,,,,
01-09-14,3.02%,,,,,,,,,,,,,
02-09-14,3.04%,,,,,,,,,,,,,
03-09-14,3.03%,,,,,,,,,,,,,
04-09-14,3.02%,,,,,,,,,,,,,
05-09-14,3.04%,,,,,,,,,,,,,
08-09-14,3.02%,,,,,,,,,,,,,
09-09-14,3.04%,,,,,,,,,,,,,
10-09-14,3.05%,,,,,,,,,,,,,
11-09-14,3.02%,,,,,,,,,,,,,
12-09-14,3.05%,,,,,,,,,,,,,
15-09-14,3.06%,,,,,,,,,,,,,
16-09-14,3.03%,,,,,,,,,,,,,
17-09-14,3.03%,,,,,,,,,,,,,
18-09-14,3.05%,,,,,,,,,,,,,
19-09-14,3.05%,,,,,,,,,,,,,
22-09-14,3.07%,,,,,,,,,,,,,
23-09-14,3.02%,,,,,,,,,,,,,
24-09-14,3.02%,,,,,,,,,,,,,
25-09-14,3.04%,,,,,,,,,,,,,
26-09-14,3.01%,,,,,,,,,,,,,
29-09-14,3.03%,,,,,,,,,,,,,
30-09-14,3.04%,,,,,,,,,,,,,
01-10-14,3.05%,,,,,,,,,,,,,
02-10-14,3.05%,,,,,,,,,,,,,
03-10-14,3.06%,,,,,,,,,,,,,
06-10-14,3.06%,,,,,,,,,,,,,
07-10-14,3.05%,,,,,,,,,,,,,
08-10-14,3.03%,,,,,,,,,,,,,
09-10-14,3.02%,,,,,,,,,,,,,
10-10-14,3.05%,,,,,,,,,,,,,
13-10-14,3.02%,,,,,,,,,,,,,
14-10-14,3.01%,,,,,,,,,,,,,
15-10-14,3.02%,,,,,,,,,,,,,
16-10-14,2.95%,,,,,,,,,,,,,
17-10-14,3.02%,,,,,,,,,,,,,
20-10-14,3.00%,,,,,,,,,,,,,
21-10-14,3.00%,,,,,,,,,,,,,
22-10-14,3.00%,,,,,,,,,,,,,
23-10-14,3.02%,,,,,,,,,,,,,
24-10-14,3.03%,,,,,,,,,,,,,
27-10-14,3.03%,,,,,,,,,,,,,
28-10-14,3.03%,,,,,,,,,,,,,
29-10-14,3.03%,,,,,,,,,,,,,
30-10-14,3.05%,,,,,,,,,,,,,
31-10-14,3.06%,,,,,,,,,,,,,
03-11-14,3.04%,,,,,,,,,,,,,
04-11-14,3.06%,,,,,,,,,,,,,
05-11-14,3.07%,,,,,,,,,,,,,
06-11-14,3.06%,,,,,,,,,,,,,
07-11-14,3.07%,,,,,,,,,,,,,
10-11-14,3.05%,,,,,,,,,,,,,
11-11-14,3.06%,,,,,,,,,,,,,
12-11-14,3.05%,,,,,,,,,,,,,
13-11-14,3.06%,,,,,,,,,,,,,
14-11-14,3.05%,,,,,,,,,,,,,
17-11-14,3.04%,,,,,,,,,,,,,
18-11-14,3.05%,,,,,,,,,,,,,
19-11-14,3.05%,,,,,,,,,,,,,
20-11-14,3.04%,,,,,,,,,,,,,
21-11-14,3.00%,,,,,,,,,,,,,
24-11-14,3.07%,,,,,,,,,,,,,
25-11-14,3.06%,,,,,,,,,,,,,
26-11-14,3.06%,,,,,,,,,,,,,
27-11-14,2.99%,,,,,,,,,,,,,
28-11-14,3.00%,,,,,,,,,,,,,
01-12-14,2.99%,,,,,,,,,,,,,
02-12-14,3.01%,,,,,,,,,,,,,
03-12-14,3.06%,,,,,,,,,,,,,
04-12-14,3.04%,,,,,,,,,,,,,
05-12-14,3.04%,,,,,,,,,,,,,
08-12-14,3.05%,,,,,,,,,,,,,
09-12-14,3.01%,,,,,,,,,,,,,
10-12-14,3.02%,,,,,,,,,,,,,
11-12-14,3.03%,,,,,,,,,,,,,
12-12-14,3.07%,,,,,,,,,,,,,
15-12-14,3.06%,,,,,,,,,,,,,
16-12-14,3.06%,,,,,,,,,,,,,
17-12-14,3.16%,,,,,,,,,,,,,
18-12-14,3.20%,,,,,,,,,,,,,
19-12-14,3.23%,,,,,,,,,,,,,
22-12-14,3.20%,,,,,,,,,,,,,
23-12-14,3.19%,,,,,,,,,,,,,
24-12-14,3.20%,,,,,,,,,,,,,
25-12-14,3.20%,,,,,,,,,,,,,
26-12-14,3.19%,,,,,,,,,,,,,
29-12-14,3.21%,,,,,,,,,,,,,
30-12-14,3.23%,,,,,,,,,,,,,
31-12-14,3.24%,,,,,,,,,,,,,
01-01-15,3.25%,,,,,,,,,,,,,
02-01-15,3.28%,,,,,,,,,,,,,
05-01-15,3.28%,,,,,,,,,,,,,
06-01-15,3.23%,,,,,,,,,,,,,
07-01-15,3.23%,,,,,,,,,,,,,
08-01-15,3.24%,,,,,,,,,,,,,
09-01-15,3.28%,,,,,,,,,,,,,
12-01-15,3.24%,,,,,,,,,,,,,
13-01-15,3.23%,,,,,,,,,,,,,
14-01-15,3.18%,,,,,,,,,,,,,
15-01-15,3.14%,,,,,,,,,,,,,
16-01-15,3.16%,,,,,,,,,,,,,
19-01-15,3.13%,,,,,,,,,,,,,
20-01-15,3.11%,,,,,,,,,,,,,
21-01-15,3.10%,,,,,,,,,,,,,
22-01-15,3.10%,,,,,,,,,,,,,
23-01-15,3.07%,,,,,,,,,,,,,
26-01-15,3.09%,,,,,,,,,,,,,
27-01-15,3.13%,,,,,,,,,,,,,
28-01-15,3.14%,,,,,,,,,,,,,
29-01-15,3.12%,,,,,,,,,,,,,
30-01-15,3.11%,,,,,,,,,,,,,
02-02-15,3.15%,,,,,,,,,,,,,
03-02-15,3.15%,,,,,,,,,,,,,
04-02-15,3.17%,,,,,,,,,,,,,
05-02-15,3.14%,,,,,,,,,,,,,
06-02-15,3.10%,,,,,,,,,,,,,
09-02-15,3.08%,,,,,,,,,,,,,
10-02-15,3.08%,,,,,,,,,,,,,
11-02-15,3.08%,,,,,,,,,,,,,
12-02-15,3.09%,,,,,,,,,,,,,
13-02-15,3.09%,,,,,,,,,,,,,
16-02-15,3.09%,,,,,,,,,,,,,
17-02-15,3.09%,,,,,,,,,,,,,
18-02-15,3.10%,,,,,,,,,,,,,
19-02-15,3.10%,,,,,,,,,,,,,
20-02-15,3.10%,,,,,,,,,,,,,
23-02-15,3.11%,,,,,,,,,,,,,
24-02-15,3.14%,,,,,,,,,,,,,
25-02-15,3.14%,,,,,,,,,,,,,
26-02-15,3.08%,,,,,,,,,,,,,
27-02-15,3.09%,,,,,,,,,,,,,
02-03-15,2.96%,,,,,,,,,,,,,
03-03-15,2.96%,,,,,,,,,,,,,
04-03-15,2.96%,,,,,,,,,,,,,
05-03-15,2.98%,,,,,,,,,,,,,
06-03-15,2.95%,,,,,,,,,,,,,
09-03-15,3.04%,,,,,,,,,,,,,
10-03-15,2.99%,,,,,,,,,,,,,
11-03-15,3.00%,,,,,,,,,,,,,
12-03-15,2.97%,,,,,,,,,,,,,
13-03-15,3.00%,,,,,,,,,,,,,
16-03-15,2.99%,,,,,,,,,,,,,
17-03-15,2.96%,,,,,,,,,,,,,
18-03-15,3.00%,,,,,,,,,,,,,
19-03-15,3.01%,,,,,,,,,,,,,
20-03-15,3.07%,,,,,,,,,,,,,
23-03-15,3.03%,,,,,,,,,,,,,
24-03-15,2.99%,,,,,,,,,,,,,
25-03-15,2.99%,,,,,,,,,,,,,
26-03-15,2.99%,,,,,,,,,,,,,
27-03-15,2.98%,,,,,,,,,,,,,
30-03-15,3.01%,,,,,,,,,,,,,
31-03-15,2.98%,,,,,,,,,,,,,
01-04-15,2.96%,,,,,,,,,,,,,
02-04-15,2.94%,,,,,,,,,,,,,
03-04-15,2.94%,,,,,,,,,,,,,
06-04-15,2.98%,,,,,,,,,,,,,
07-04-15,2.98%,,,,,,,,,,,,,
08-04-15,2.95%,,,,,,,,,,,,,
09-04-15,2.93%,,,,,,,,,,,,,
10-04-15,2.94%,,,,,,,,,,,,,
13-04-15,2.92%,,,,,,,,,,,,,
14-04-15,2.91%,,,,,,,,,,,,,
15-04-15,2.92%,,,,,,,,,,,,,
16-04-15,2.90%,,,,,,,,,,,,,
17-04-15,2.90%,,,,,,,,,,,,,
20-04-15,2.94%,,,,,,,,,,,,,
21-04-15,2.93%,,,,,,,,,,,,,
22-04-15,2.89%,,,,,,,,,,,,,
23-04-15,2.90%,,,,,,,,,,,,,
24-04-15,2.92%,,,,,,,,,,,,,
